lat_grid,lon_grid,total_focos
-22.77,-47.2,679
-22.72,-47.13,373
-22.73,-47.13,202
-22.72,-47.12,178
-22.77,-47.19,150
-22.85,-47.06,77
-22.73,-47.14,66
-22.83,-47.2,63
-22.83,-47.19,63
-22.92,-46.97,56
-22.87,-47.1,56
-22.75,-47.14,55
-22.73,-47.29,54
-22.74,-47.45,53
-22.71,-47.12,52
-22.77,-47.21,51
-22.71,-47.13,51
-22.71,-47.31,49
-22.75,-47.3,49
-22.8,-47.17,48
-22.92,-47.15,47
-22.62,-47.22,46
-22.71,-47.3,46
-22.75,-47.44,45
-22.7,-47.24,45
-22.88,-47.1,44
-22.72,-47.41,42
-22.62,-46.99,42
-22.88,-47.11,41
-23.12,-47.29,40
-22.86,-47.13,39
-22.87,-47.18,38
-22.83,-47.27,37
-22.87,-47.12,36
-22.7,-47.31,36
-22.74,-47.44,35
-22.68,-47.07,34
-22.74,-47.14,34
-22.84,-47.21,34
-22.72,-47.4,33
-22.77,-47.07,33
-22.86,-47.12,33
-22.78,-47.36,33
-23.05,-47.27,33
-22.75,-47.31,32
-23.12,-47.27,32
-22.81,-47.21,31
-22.65,-46.98,31
-22.85,-47.34,31
-22.59,-46.9,31
-22.54,-47.07,31
-22.72,-47.38,31
-22.7,-47.17,31
-22.75,-47.15,31
-22.87,-47.11,30
-22.87,-47.09,30
-23.0,-47.2,30
-22.94,-47.21,29
-22.78,-47.23,29
-22.78,-47.43,29
-22.62,-46.91,29
-22.99,-47.22,28
-22.7,-47.3,28
-22.76,-47.29,28
-22.72,-47.01,28
-22.8,-47.13,28
-22.88,-47.09,28
-22.84,-47.04,28
-22.9,-47.22,28
-23.0,-47.23,27
-22.7,-46.92,27
-22.72,-47.39,27
-22.7,-47.25,27
-22.71,-47.38,27
-22.78,-47.05,27
-22.89,-47.13,27
-22.6,-46.9,27
-22.67,-46.95,26
-22.81,-47.03,26
-22.64,-47.22,26
-22.89,-47.14,26
-22.85,-47.32,26
-23.19,-47.19,26
-22.97,-47.26,26
-23.0,-47.24,26
-22.49,-47.19,26
-22.81,-47.13,26
-22.82,-47.19,26
-22.7,-47.19,26
-22.85,-47.25,25
-22.75,-47.39,25
-22.76,-47.27,25
-22.86,-47.1,25
-22.71,-47.17,25
-22.57,-46.9,25
-22.98,-47.23,24
-22.96,-47.06,24
-23.0,-47.22,24
-22.97,-47.04,24
-22.88,-47.18,24
-22.85,-47.26,24
-22.92,-47.2,24
-22.85,-47.33,24
-22.86,-47.34,24
-22.76,-47.12,24
-22.73,-47.3,24
-22.77,-47.45,24
-22.82,-47.34,24
-22.82,-47.16,24
-22.61,-47.23,24
-22.64,-47.23,24
-22.7,-47.36,23
-22.92,-47.16,23
-22.73,-46.97,23
-22.96,-47.16,23
-22.99,-47.24,23
-23.19,-47.18,23
-22.58,-46.95,23
-23.02,-47.06,23
-23.03,-47.04,23
-22.7,-47.2,23
-22.71,-47.02,23
-22.76,-47.07,23
-22.75,-47.45,23
-22.76,-47.3,23
-22.76,-47.32,23
-22.84,-47.26,23
-22.76,-47.06,23
-22.92,-46.93,23
-22.61,-47.22,23
-22.77,-47.08,23
-22.97,-47.03,22
-22.59,-46.95,22
-23.14,-47.29,22
-22.8,-47.16,22
-22.8,-47.18,22
-22.81,-47.17,22
-22.82,-47.15,22
-22.85,-47.13,22
-22.91,-47.25,22
-22.87,-47.19,22
-22.77,-47.28,22
-22.73,-47.41,22
-22.74,-47.43,22
-23.06,-47.03,22
-22.67,-46.96,22
-22.72,-47.42,22
-22.7,-47.23,22
-22.7,-47.03,22
-22.71,-47.04,22
-22.98,-47.22,21
-22.98,-47.24,21
-22.7,-47.37,21
-22.96,-47.35,21
-22.94,-47.17,21
-22.7,-47.18,21
-22.66,-46.94,21
-22.65,-47.17,21
-22.99,-47.23,21
-22.55,-47.05,21
-22.79,-47.43,21
-22.77,-47.12,21
-22.74,-47.46,21
-22.83,-47.16,21
-22.64,-46.93,21
-22.81,-47.15,21
-22.77,-47.44,21
-22.64,-46.94,21
-22.85,-47.14,21
-22.62,-47.0,21
-22.73,-47.36,21
-22.88,-47.12,21
-22.87,-47.13,21
-22.74,-46.99,21
-22.73,-46.99,21
-22.72,-46.99,21
-22.9,-47.14,21
-22.57,-46.96,21
-23.12,-47.28,21
-22.66,-46.97,21
-22.66,-46.95,21
-22.86,-47.18,20
-22.84,-47.27,20
-22.82,-47.35,20
-22.61,-46.91,20
-22.86,-47.28,20
-22.84,-47.1,20
-22.98,-47.27,20
-23.11,-47.29,20
-22.8,-47.38,20
-23.05,-46.94,20
-22.67,-47.15,20
-22.82,-47.04,20
-22.81,-47.16,20
-22.74,-47.03,20
-22.48,-47.19,20
-22.98,-46.96,20
-22.7,-47.13,20
-22.94,-47.22,20
-22.97,-46.72,20
-22.83,-47.34,20
-22.83,-47.45,20
-22.5,-47.14,20
-22.62,-46.9,20
-23.09,-47.28,20
-23.01,-47.09,20
-22.91,-47.15,20
-22.92,-47.19,20
-22.58,-46.93,20
-22.92,-47.38,20
-22.85,-47.1,20
-23.01,-47.06,20
-22.69,-47.0,20
-22.69,-47.03,20
-22.75,-47.26,20
-22.54,-47.12,19
-22.76,-47.22,19
-23.03,-46.86,19
-22.87,-47.16,19
-22.69,-47.23,19
-22.88,-47.4,19
-22.73,-47.02,19
-22.84,-47.44,19
-22.95,-46.94,19
-22.99,-47.11,19
-22.45,-47.21,19
-22.99,-47.17,19
-23.11,-47.26,19
-22.8,-47.28,19
-23.04,-47.29,19
-22.68,-47.17,19
-22.63,-47.22,19
-22.62,-46.95,19
-22.87,-46.81,19
-22.62,-46.96,19
-22.84,-47.5,19
-22.73,-47.44,19
-22.69,-47.24,19
-22.71,-47.2,19
-22.91,-47.02,19
-22.71,-47.05,19
-22.71,-47.37,19
-22.73,-47.42,18
-22.7,-47.07,18
-23.01,-47.08,18
-22.91,-47.14,18
-22.92,-47.14,18
-22.71,-47.0,18
-22.6,-46.89,18
-22.75,-47.0,18
-22.82,-47.41,18
-22.97,-47.24,18
-23.0,-46.99,18
-22.96,-47.27,18
-22.44,-47.19,18
-22.56,-46.88,18
-22.66,-46.96,18
-22.77,-47.32,18
-22.76,-47.28,18
-22.77,-47.43,18
-22.84,-47.34,18
-22.84,-47.14,18
-22.79,-47.35,18
-22.79,-47.22,18
-23.02,-47.08,18
-22.94,-47.02,17
-22.97,-47.1,17
-22.71,-47.14,17
-22.94,-47.18,17
-23.0,-47.04,17
-22.99,-47.15,17
-22.99,-47.13,17
-22.96,-47.1,17
-22.7,-47.38,17
-22.75,-46.99,17
-22.75,-47.07,17
-22.84,-47.47,17
-22.69,-47.02,17
-22.86,-47.41,17
-22.74,-47.16,17
-22.68,-47.24,17
-22.69,-47.26,17
-22.91,-47.22,17
-22.92,-47.02,17
-22.58,-46.94,17
-22.72,-47.17,17
-22.9,-47.12,17
-22.68,-47.25,17
-22.68,-47.2,17
-22.76,-47.0,17
-22.64,-47.0,17
-22.68,-47.05,17
-22.68,-47.15,17
-22.82,-47.33,17
-22.84,-47.13,17
-22.84,-47.02,17
-22.83,-47.24,17
-22.8,-47.23,17
-22.78,-47.08,17
-22.77,-47.23,17
-22.8,-47.25,17
-22.98,-46.95,17
-22.97,-47.27,17
-22.54,-47.14,17
-22.54,-47.13,17
-22.5,-47.22,17
-23.1,-47.29,16
-22.78,-47.42,16
-22.78,-47.22,16
-22.79,-47.17,16
-22.97,-47.36,16
-22.94,-47.23,16
-22.8,-47.15,16
-22.83,-47.33,16
-22.83,-47.21,16
-22.84,-47.23,16
-22.84,-47.01,16
-23.0,-47.21,16
-22.98,-47.08,16
-22.49,-47.2,16
-22.87,-47.41,16
-22.52,-47.07,16
-22.52,-47.22,16
-22.98,-47.25,16
-22.51,-47.22,16
-23.17,-47.21,16
-22.68,-47.22,16
-22.98,-46.97,16
-22.5,-47.24,16
-22.72,-47.43,16
-22.86,-47.36,16
-22.86,-47.26,16
-22.85,-47.21,16
-22.61,-46.98,16
-22.6,-47.22,16
-23.14,-47.26,16
-22.69,-46.93,16
-22.63,-46.93,16
-22.67,-46.94,16
-22.75,-47.02,16
-23.06,-47.0,16
-22.84,-47.46,16
-22.75,-47.43,16
-22.69,-47.25,16
-22.83,-47.37,16
-22.87,-47.4,16
-22.71,-47.39,16
-22.91,-47.26,15
-22.67,-47.14,15
-22.71,-47.18,15
-22.79,-47.12,15
-22.78,-47.06,15
-22.77,-47.05,15
-23.04,-47.07,15
-22.66,-47.15,15
-22.58,-46.98,15
-22.58,-47.0,15
-22.93,-47.37,15
-22.75,-47.46,15
-22.92,-46.99,15
-22.85,-47.12,15
-22.98,-47.04,15
-22.74,-47.02,15
-22.68,-47.18,15
-22.89,-47.11,15
-22.54,-47.16,15
-22.98,-47.29,15
-22.72,-47.14,15
-22.6,-46.91,15
-22.61,-46.88,15
-22.86,-46.82,15
-22.74,-47.28,15
-22.86,-46.99,15
-23.14,-47.15,15
-22.62,-47.23,15
-22.85,-47.22,15
-22.87,-47.26,15
-22.96,-47.07,15
-22.95,-47.2,15
-22.94,-47.15,15
-22.95,-47.04,15
-22.63,-47.23,15
-22.64,-47.13,15
-22.82,-47.32,15
-22.7,-47.28,15
-22.83,-47.22,15
-23.03,-47.05,15
-22.8,-47.21,15
-22.78,-47.13,15
-22.99,-47.1,15
-22.78,-47.44,15
-22.84,-47.11,15
-22.82,-47.13,15
-23.08,-47.28,15
-22.76,-47.05,15
-22.68,-47.1,15
-22.83,-47.15,15
-22.65,-46.94,14
-23.12,-47.22,14
-23.08,-47.15,14
-22.82,-47.42,14
-22.76,-47.46,14
-22.76,-47.44,14
-22.65,-46.9,14
-22.67,-47.2,14
-22.81,-47.26,14
-22.97,-46.97,14
-22.8,-47.2,14
-22.97,-46.98,14
-22.97,-47.23,14
-22.98,-47.26,14
-22.88,-47.36,14
-22.48,-47.24,14
-22.73,-47.01,14
-22.73,-47.43,14
-22.89,-47.19,14
-22.73,-47.45,14
-23.01,-47.12,14
-22.9,-47.11,14
-22.87,-47.17,14
-22.9,-47.19,14
-23.01,-47.33,14
-22.87,-46.82,14
-22.71,-47.36,14
-22.91,-46.97,14
-22.63,-46.95,14
-22.83,-47.35,14
-22.74,-47.35,14
-22.75,-47.03,14
-22.59,-47.0,14
-22.92,-47.17,14
-22.7,-47.21,14
-22.85,-47.02,14
-22.71,-47.19,14
-22.88,-47.13,14
-22.6,-47.0,14
-22.6,-46.96,14
-22.62,-47.24,14
-22.63,-46.94,14
-23.03,-46.96,14
-22.83,-47.36,14
-22.96,-47.26,14
-22.8,-47.22,14
-22.78,-47.12,14
-22.78,-47.32,14
-22.8,-47.47,14
-22.95,-47.02,14
-22.59,-47.21,14
-22.96,-47.17,14
-22.95,-47.21,14
-22.79,-47.39,14
-22.96,-47.02,14
-23.08,-47.19,14
-22.57,-46.88,14
-22.78,-47.39,14
-22.96,-47.18,14
-22.45,-47.22,14
-22.69,-47.01,14
-22.69,-47.2,14
-22.92,-47.05,14
-22.79,-47.04,13
-22.97,-47.06,13
-22.99,-47.16,13
-22.78,-47.41,13
-22.78,-47.46,13
-22.66,-47.22,13
-22.78,-47.38,13
-23.0,-47.12,13
-22.79,-47.03,13
-22.65,-46.99,13
-22.65,-47.16,13
-22.78,-47.19,13
-22.8,-47.19,13
-22.84,-47.22,13
-22.84,-47.45,13
-22.82,-47.48,13
-22.76,-47.13,13
-22.68,-47.11,13
-22.75,-47.49,13
-22.68,-47.06,13
-22.68,-47.04,13
-22.81,-47.36,13
-22.82,-47.37,13
-22.8,-47.29,13
-23.12,-47.3,13
-22.76,-47.48,13
-22.76,-47.49,13
-22.77,-47.31,13
-22.76,-47.47,13
-23.0,-46.95,13
-22.95,-47.27,13
-22.79,-47.18,13
-22.8,-47.03,13
-22.79,-47.44,13
-22.79,-47.38,13
-22.79,-47.32,13
-22.79,-47.23,13
-22.94,-47.2,13
-22.81,-47.12,13
-22.93,-47.01,13
-22.93,-47.17,13
-23.03,-47.03,13
-22.7,-47.14,13
-22.71,-47.16,13
-22.92,-46.95,13
-22.74,-47.18,13
-22.74,-47.29,13
-22.86,-47.19,13
-22.69,-47.14,13
-23.02,-47.07,13
-22.91,-47.23,13
-22.62,-47.04,13
-22.62,-46.92,13
-22.91,-47.17,13
-22.91,-47.16,13
-22.72,-47.0,13
-23.02,-46.91,13
-22.71,-47.23,13
-23.07,-47.15,13
-22.6,-46.95,13
-22.86,-47.4,13
-23.01,-47.07,13
-22.87,-47.34,13
-22.88,-47.14,13
-22.91,-46.93,13
-22.88,-47.35,13
-22.9,-47.36,13
-22.88,-47.15,13
-22.91,-47.01,13
-22.98,-47.11,13
-23.01,-46.99,13
-22.52,-47.19,13
-22.97,-47.16,13
-22.98,-47.3,13
-22.53,-47.08,13
-22.51,-47.07,13
-22.51,-47.2,13
-22.5,-47.15,12
-22.5,-47.17,12
-22.51,-47.18,12
-22.99,-47.05,12
-22.97,-47.09,12
-22.97,-47.22,12
-22.51,-47.23,12
-23.17,-47.15,12
-22.52,-47.18,12
-22.49,-47.17,12
-22.69,-46.92,12
-22.89,-47.3,12
-22.88,-47.16,12
-23.01,-47.32,12
-22.88,-47.19,12
-22.88,-47.21,12
-22.88,-47.24,12
-22.88,-47.26,12
-22.91,-46.95,12
-23.08,-46.84,12
-22.71,-47.35,12
-22.72,-47.33,12
-22.86,-47.33,12
-22.86,-47.38,12
-22.87,-46.93,12
-22.61,-47.15,12
-22.86,-46.93,12
-22.86,-47.11,12
-22.74,-47.07,12
-22.74,-47.17,12
-22.86,-47.25,12
-22.85,-47.15,12
-22.63,-46.92,12
-22.63,-46.99,12
-22.63,-47.18,12
-23.02,-47.05,12
-22.92,-46.94,12
-22.57,-46.93,12
-22.57,-46.95,12
-22.58,-46.97,12
-22.59,-47.2,12
-22.75,-47.24,12
-22.75,-47.27,12
-23.1,-47.28,12
-22.85,-46.8,12
-22.85,-47.08,12
-23.0,-47.25,12
-22.93,-47.0,12
-22.71,-46.91,12
-23.09,-46.84,12
-22.69,-47.27,12
-22.69,-47.31,12
-22.93,-47.12,12
-22.83,-47.44,12
-22.84,-47.15,12
-22.84,-47.25,12
-22.84,-47.33,12
-22.84,-47.38,12
-22.82,-47.47,12
-22.68,-47.13,12
-22.76,-47.25,12
-22.82,-46.94,12
-22.82,-47.17,12
-22.82,-47.4,12
-22.82,-47.46,12
-22.8,-47.32,12
-22.8,-47.35,12
-22.77,-46.89,12
-22.77,-47.13,12
-22.77,-47.47,12
-22.63,-47.21,12
-23.0,-47.13,12
-22.96,-47.12,12
-22.79,-47.42,12
-22.79,-47.5,12
-22.8,-47.12,12
-22.78,-47.07,12
-22.65,-46.95,12
-23.11,-47.28,12
-22.79,-47.16,12
-22.56,-46.99,12
-22.97,-47.28,12
-22.99,-47.25,12
-22.65,-47.22,12
-22.78,-47.37,12
-22.96,-47.3,12
-22.99,-46.96,12
-22.99,-46.97,12
-22.96,-47.36,12
-22.44,-47.21,12
-22.48,-47.22,12
-22.62,-47.2,11
-22.62,-47.16,11
-22.48,-47.16,11
-22.48,-47.18,11
-22.59,-46.92,11
-22.84,-47.2,11
-22.99,-47.06,11
-22.78,-47.04,11
-22.85,-47.03,11
-22.97,-47.35,11
-22.98,-47.2,11
-22.98,-46.89,11
-22.78,-47.24,11
-23.02,-47.09,11
-22.77,-47.22,11
-22.64,-46.95,11
-22.98,-47.06,11
-22.98,-47.09,11
-22.98,-47.1,11
-23.03,-46.87,11
-22.76,-47.39,11
-22.87,-47.35,11
-22.75,-47.17,11
-22.74,-47.42,11
-22.74,-47.49,11
-22.75,-47.01,11
-23.06,-47.02,11
-22.99,-47.2,11
-23.16,-47.19,11
-23.16,-47.18,11
-22.65,-47.0,11
-22.57,-46.98,11
-22.65,-47.15,11
-22.74,-47.25,11
-23.06,-47.25,11
-23.06,-47.26,11
-23.16,-47.13,11
-22.6,-46.97,11
-22.88,-47.01,11
-22.64,-47.21,11
-22.84,-47.03,11
-22.75,-47.25,11
-23.02,-46.86,11
-22.87,-46.94,11
-22.86,-47.35,11
-22.86,-47.31,11
-22.58,-47.21,11
-22.84,-46.88,11
-22.58,-46.88,11
-22.57,-47.22,11
-23.02,-46.9,11
-22.86,-47.14,11
-22.9,-47.13,11
-22.9,-47.33,11
-22.62,-47.01,11
-23.18,-47.22,11
-22.49,-47.24,11
-22.7,-47.27,11
-22.92,-47.25,11
-23.0,-47.08,11
-22.92,-47.37,11
-22.82,-47.45,11
-22.93,-47.2,11
-22.92,-47.13,11
-22.92,-47.31,11
-22.7,-46.93,11
-23.0,-47.0,11
-22.92,-47.23,11
-22.94,-47.24,11
-22.81,-47.01,11
-22.8,-47.26,11
-22.94,-46.96,11
-23.09,-46.83,11
-22.47,-47.1,11
-22.62,-47.15,11
-22.68,-47.14,11
-22.67,-47.22,11
-23.04,-46.93,11
-22.69,-47.18,11
-22.93,-47.21,11
-23.08,-47.17,11
-23.08,-47.0,11
-22.92,-46.96,11
-22.83,-47.04,11
-22.71,-47.25,11
-22.66,-47.16,11
-22.96,-47.21,11
-22.66,-47.2,11
-22.83,-47.14,11
-23.04,-47.06,11
-22.79,-47.06,11
-22.79,-47.09,11
-22.71,-47.32,11
-22.53,-47.14,11
-22.92,-47.03,11
-22.92,-47.01,11
-22.7,-47.29,11
-22.71,-46.98,11
-22.96,-47.13,11
-22.82,-47.01,11
-23.01,-47.05,11
-22.54,-47.18,11
-22.89,-47.39,11
-22.72,-47.23,11
-22.72,-47.3,11
-22.9,-47.15,11
-22.96,-47.15,11
-23.03,-47.07,11
-22.81,-47.35,11
-22.73,-47.4,11
-22.89,-47.25,11
-22.54,-47.08,11
-22.73,-47.39,11
-22.74,-46.89,11
-22.76,-47.45,10
-22.86,-47.24,10
-22.88,-47.37,10
-22.88,-47.39,10
-22.6,-47.07,10
-22.55,-46.88,10
-22.74,-47.5,10
-22.97,-47.21,10
-22.88,-47.02,10
-22.88,-47.32,10
-22.99,-47.29,10
-22.97,-47.02,10
-22.97,-47.05,10
-22.65,-46.93,10
-23.14,-47.23,10
-23.02,-46.85,10
-22.57,-47.16,10
-22.97,-47.11,10
-22.59,-47.23,10
-22.56,-47.13,10
-22.86,-47.32,10
-22.86,-46.94,10
-22.58,-46.92,10
-23.13,-47.21,10
-22.64,-47.16,10
-22.86,-47.42,10
-22.76,-47.24,10
-22.97,-47.37,10
-22.98,-46.77,10
-22.87,-47.15,10
-22.6,-46.92,10
-22.76,-47.02,10
-22.84,-47.09,10
-22.75,-47.47,10
-22.57,-47.21,10
-22.78,-47.28,10
-22.59,-46.89,10
-22.78,-47.3,10
-23.02,-47.31,10
-22.98,-47.21,10
-22.63,-47.0,10
-22.78,-47.45,10
-22.84,-47.49,10
-22.48,-47.1,10
-22.62,-47.18,10
-22.85,-47.0,10
-22.85,-47.24,10
-22.63,-47.14,10
-23.05,-46.93,10
-22.64,-46.92,10
-22.77,-47.02,10
-23.15,-47.25,10
-22.77,-47.29,10
-22.77,-47.42,10
-22.85,-47.23,10
-22.84,-47.35,10
-22.77,-46.99,10
-22.84,-47.12,10
-22.84,-47.28,10
-22.84,-47.24,10
-22.84,-47.37,10
-22.98,-46.91,10
-22.85,-47.49,10
-23.05,-47.08,10
-22.89,-47.36,10
-22.9,-47.16,10
-22.91,-47.24,10
-22.91,-47.18,10
-22.8,-47.43,10
-22.72,-47.18,10
-22.8,-47.44,10
-22.61,-46.9,10
-22.53,-47.13,10
-22.71,-47.4,10
-22.83,-47.09,10
-22.72,-47.06,10
-22.72,-47.02,10
-22.67,-46.92,10
-22.73,-47.03,10
-22.73,-47.04,10
-22.73,-47.0,10
-22.74,-47.0,10
-23.03,-46.94,10
-22.79,-47.15,10
-22.54,-47.06,10
-22.81,-47.31,10
-22.8,-47.4,10
-22.89,-47.23,10
-22.66,-47.17,10
-22.83,-47.26,10
-22.65,-47.23,10
-22.66,-46.91,10
-22.66,-46.92,10
-22.92,-47.24,10
-22.52,-47.09,10
-23.0,-47.27,10
-23.0,-47.26,10
-22.92,-47.36,10
-23.0,-47.07,10
-22.93,-47.27,10
-22.69,-47.37,10
-22.68,-46.96,10
-22.68,-46.98,10
-23.1,-47.26,10
-23.1,-47.27,10
-22.71,-47.24,10
-23.0,-47.28,10
-23.17,-47.14,10
-23.17,-47.19,10
-22.61,-47.01,10
-23.04,-46.94,10
-23.09,-47.29,10
-22.61,-46.99,10
-22.93,-47.38,10
-22.94,-46.92,10
-23.03,-47.08,10
-23.03,-47.09,10
-22.94,-47.01,10
-22.94,-47.07,10
-22.69,-47.1,10
-23.09,-47.01,10
-22.68,-47.21,10
-22.5,-47.23,10
-22.51,-47.09,10
-22.95,-47.12,10
-22.95,-47.15,10
-22.81,-47.14,10
-22.68,-47.12,10
-22.63,-46.96,10
-22.81,-47.04,10
-22.99,-47.07,9
-22.73,-47.05,9
-22.66,-47.1,9
-22.52,-47.23,9
-22.53,-47.06,9
-22.53,-47.16,9
-22.79,-47.05,9
-23.03,-46.93,9
-22.84,-47.36,9
-22.57,-46.91,9
-22.77,-47.3,9
-22.77,-47.36,9
-22.85,-47.35,9
-22.99,-47.08,9
-22.99,-47.18,9
-22.63,-47.15,9
-22.64,-46.91,9
-22.79,-47.13,9
-22.73,-47.26,9
-22.72,-47.44,9
-22.53,-47.17,9
-22.91,-47.2,9
-22.91,-47.21,9
-22.61,-46.94,9
-22.72,-47.16,9
-22.72,-47.19,9
-22.72,-46.91,9
-22.71,-47.28,9
-22.91,-46.94,9
-22.89,-47.34,9
-22.85,-47.48,9
-22.68,-47.23,9
-22.69,-47.08,9
-22.94,-47.26,9
-22.94,-47.27,9
-22.5,-47.11,9
-23.13,-47.29,9
-22.59,-47.12,9
-22.69,-47.22,9
-23.0,-47.17,9
-22.77,-47.11,9
-22.85,-47.44,9
-22.6,-47.2,9
-22.8,-47.48,9
-22.67,-47.18,9
-23.07,-47.03,9
-22.57,-47.18,9
-22.57,-47.2,9
-22.81,-47.28,9
-22.8,-47.39,9
-23.0,-46.86,9
-23.07,-47.12,9
-22.89,-47.1,9
-22.89,-47.18,9
-23.04,-47.05,9
-22.71,-46.99,9
-22.91,-47.35,9
-22.79,-46.9,9
-23.04,-47.22,9
-22.51,-47.21,9
-22.82,-46.92,9
-22.84,-46.95,9
-22.58,-46.96,9
-22.58,-46.99,9
-22.58,-47.03,9
-22.81,-47.4,9
-22.57,-47.09,9
-23.02,-46.94,9
-22.97,-47.32,9
-22.97,-47.33,9
-23.13,-47.2,9
-22.64,-47.17,9
-23.16,-47.21,9
-23.16,-47.22,9
-22.61,-46.97,9
-22.59,-47.22,9
-22.58,-47.2,9
-22.58,-47.22,9
-22.58,-47.23,9
-23.15,-47.29,9
-22.71,-47.15,9
-22.79,-47.36,9
-22.65,-46.92,9
-22.76,-47.31,9
-22.93,-47.18,9
-22.93,-47.19,9
-22.61,-46.95,9
-22.82,-47.14,9
-22.87,-47.02,9
-22.98,-46.8,9
-22.97,-47.29,9
-22.87,-47.39,9
-22.61,-47.19,9
-23.18,-47.19,9
-23.18,-47.2,9
-23.06,-47.12,9
-22.74,-47.36,9
-22.99,-47.26,9
-22.99,-47.28,9
-22.92,-47.21,9
-22.7,-47.15,9
-22.7,-47.26,9
-23.14,-47.2,9
-22.75,-47.13,9
-22.87,-47.25,9
-22.82,-47.43,9
-22.7,-47.09,9
-22.93,-47.02,9
-22.76,-47.03,9
-22.75,-47.28,9
-22.76,-47.21,9
-23.08,-47.18,9
-22.67,-47.16,9
-22.67,-47.17,9
-22.67,-47.25,9
-22.7,-47.02,9
-22.83,-47.41,9
-22.83,-47.48,9
-22.58,-47.13,9
-22.48,-47.2,9
-22.83,-47.23,9
-22.72,-46.97,9
-22.72,-46.98,9
-22.96,-47.22,9
-22.96,-47.08,9
-22.96,-47.11,9
-22.9,-47.35,9
-22.9,-47.39,9
-23.03,-46.9,9
-22.59,-46.91,9
-22.59,-46.98,9
-22.5,-47.13,9
-22.78,-47.09,9
-22.63,-46.97,9
-22.99,-46.8,9
-22.98,-46.82,9
-22.44,-47.2,8
-22.99,-47.04,8
-22.78,-47.15,8
-22.78,-47.03,8
-22.68,-47.16,8
-22.99,-46.95,8
-22.59,-46.97,8
-22.78,-47.4,8
-22.9,-47.03,8
-22.89,-47.43,8
-22.9,-47.29,8
-22.96,-47.01,8
-22.62,-47.03,8
-23.18,-47.18,8
-22.47,-47.18,8
-22.87,-47.31,8
-22.75,-47.36,8
-22.83,-47.51,8
-22.83,-47.49,8
-23.0,-46.98,8
-23.0,-46.96,8
-22.95,-46.93,8
-22.67,-47.13,8
-22.76,-46.89,8
-22.76,-46.97,8
-23.06,-46.95,8
-22.7,-47.04,8
-22.92,-47.26,8
-22.82,-47.39,8
-22.83,-46.91,8
-23.04,-47.18,8
-22.55,-47.21,8
-22.55,-47.13,8
-22.84,-47.0,8
-23.14,-47.18,8
-22.87,-47.37,8
-22.52,-47.08,8
-22.7,-47.22,8
-22.92,-47.22,8
-23.1,-47.3,8
-22.99,-47.21,8
-22.49,-47.23,8
-22.95,-47.08,8
-22.96,-46.94,8
-22.62,-46.94,8
-22.61,-47.21,8
-22.71,-46.89,8
-22.75,-47.2,8
-22.87,-47.27,8
-22.74,-47.23,8
-22.74,-47.19,8
-22.98,-46.78,8
-22.87,-46.95,8
-23.04,-47.14,8
-22.8,-46.94,8
-22.82,-47.18,8
-22.93,-47.16,8
-22.93,-47.15,8
-22.93,-47.14,8
-22.75,-46.92,8
-22.65,-47.14,8
-22.83,-46.97,8
-22.79,-47.25,8
-22.91,-47.27,8
-23.08,-47.27,8
-22.71,-46.96,8
-22.65,-47.13,8
-23.17,-47.22,8
-22.97,-47.2,8
-23.16,-47.14,8
-22.84,-46.85,8
-22.56,-46.96,8
-22.61,-47.0,8
-22.61,-46.96,8
